idr0026/3.49.6-3.140922_11-33-57.01.ome.zarr,S-BIAD860/00ea0937-88a3-4076-9ea9-79a20f00be28,23342
idr0026/3.66.6-3.141020_15-41-29.02.ome.zarr,S-BIAD860/04219d38-3c9a-4ed7-97ba-65e8538b1e73,23273
idr0026/3.49.6-3.140922_13-02-44.01.ome.zarr,S-BIAD860/05d2e2c3-9ee2-4c14-876a-a7a29045c28f,23346
idr0026/3.67.6-3.141020_11-39-56.02.ome.zarr,S-BIAD860/061ba681-9aca-45e9-9ab8-f4bcb1ec1122,23293
idr0026/3.65.6-3.141020_17-15-07.02.ome.zarr,S-BIAD860/09222b9a-ac74-4a32-a00c-debd5fd85023,23382
idr0026/3.67.6-3.141020_11-39-56.01.ome.zarr,S-BIAD860/0c74d929-e1ab-4521-a56f-4a803a7615be,23292
idr0026/7.51.10-3.140926_10-43-58.01.ome.zarr,S-BIAD860/0d4ecbc9-0869-4f3b-b110-bd9d17b5c564,23416
idr0026/7.54.10-3.140926_18-36-07.02.ome.zarr,S-BIAD860/0fbc0e43-18a9-458c-98e0-909a3f9460b3,23457
idr0026/3.64.9-6.141023_12-21-30.00.ome.zarr,S-BIAD860/121e9549-3b13-4374-b93c-33b5c6b9e9ad,23395
idr0026/7.48.10-3.140926_12-18-43.01.ome.zarr,S-BIAD860/147acc22-f7e3-4211-a632-430b3aa1f44f,23446
idr0026/3.67.9-6.141023_12-39-26.04.ome.zarr,S-BIAD860/1506a279-9c9d-4fcc-b5ff-a89bacb80c11,23335
idr0026/7.54.10-3.140926_18-36-07.00.ome.zarr,S-BIAD860/15140318-ad52-4146-914a-04328a7375d5,23455
idr0026/7.53.10-3.140926_18-40-48.00.ome.zarr,S-BIAD860/15903751-b6ca-4d6e-a2bb-5d884e30d4f6,23435
idr0026/3.66.6-3.141020_17-15-27.04.ome.zarr,S-BIAD860/1d535c04-916e-47a7-857f-f731aa1f1951,23280
idr0026/3.65.6-3.141020_15-39-00.02.ome.zarr,S-BIAD860/1e0d94df-af47-432e-917f-48687290f336,23377
idr0026/7.53.10-3.140926_18-40-48.01.ome.zarr,S-BIAD860/223355b1-0378-4988-9232-5cc16824f4f9,23436
idr0026/3.49.6-3.140922_11-33-57.00.ome.zarr,S-BIAD860/23aa3dd5-6699-46d6-abf9-fafd7a289209,23341
idr0026/3.66.6-3.141020_17-15-27.03.ome.zarr,S-BIAD860/24d5d1cb-693e-43d0-aa77-757b57b7613b,23279
idr0026/7.52.10-3.140926_14-51-38.01.ome.zarr,S-BIAD860/2a0da2bf-fba6-429f-9182-f887e89f49fc,23426
idr0026/3.66.9-6.141023_15-49-01.01.ome.zarr,S-BIAD860/2d3c1076-afd6-4cb9-81bf-f22588bf81e1,23312
idr0026/7.53.10-3.140926_18-40-48.03.ome.zarr,S-BIAD860/2d3eb7de-fe85-450c-9338-65c3b4eea498,23438
idr0026/3.65.6-3.141020_17-15-07.04.ome.zarr,S-BIAD860/2e2d2806-53df-4c35-a9be-25c7ca53699d,23384
idr0026/3.66.9-6.141020_17-15-27.02.ome.zarr,S-BIAD860/2f27cde2-d40d-4a7e-8085-6ba1c1d15aad,23308
idr0026/3.66.9-6.141020_15-41-29.01.ome.zarr,S-BIAD860/2f3e36a6-05d8-4a60-9f4e-d8b87e5d8fdf,23302
idr0026/3.66.9-6.141020_17-15-27.03.ome.zarr,S-BIAD860/2f60aaab-5bf2-4c4b-b4b3-e166e9fc5f16,23309
idr0026/3.49.6-3.140922_13-02-44.02.ome.zarr,S-BIAD860/307d7445-fe54-4fe0-b09b-6070066dd73a,23347
idr0026/3.65.9-6.141023_15-45-09.01.ome.zarr,S-BIAD860/370452a3-628c-446b-8270-e42428c541f8,23406
idr0026/3.65.9-6.141023_15-45-09.00.ome.zarr,S-BIAD860/373f1596-97f7-4b1a-9751-efc8dbf62a57,23405
idr0026/3.50.6-3.140922_11-36-07.01.ome.zarr,S-BIAD860/37d845e6-a245-457c-bed2-479d9443c918,23252
idr0026/3.57.6-3.140922_15-20-05.02.ome.zarr,S-BIAD860/399392f9-c469-4a61-a42a-643b52c9b8b0,23359
